2,20003,1,0
4,20049,10,5
8,18706,0,0
16,18034,4,1
32,0,0,0
64,17547,4,0
96,17582,1,0
104,16469,1,0
106,18023,3,0
107,11811,51,16
128,17716,3,0
256,15103,2,0
512,16418,3,0
